"date","account","category","amount","currency","converted.amount","currency.1","description"
"05/04/2018","Expense Account 1","Entertainment","-50","INR","-50","INR",""
"05/04/2018","Expense Account 1","Entertainment","-400","INR","-400","INR",""
"06/04/2018","Expense Account 1","Entertainment","-130","INR","-130","INR",""
"06/04/2018","Expense Account 1","Commuting","-18","INR","-18","INR",""
"09/04/2018","Expense Account 1","Commuting","-28","INR","-28","INR",""
"09/04/2018","Expense Account 1","Miscellaneous","-448","INR","-448","INR",""
"09/04/2018","Expense Account 1","Commuting","-15","INR","-15","INR",""
"09/04/2018","Expense Account 1","Home Food","-76","INR","-76","INR",""
"10/04/2018","Expense Account 1","Commuting","-18","INR","-18","INR",""
"10/04/2018","Expense Account 1","Commuting","-27","INR","-27","INR",""
"11/04/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"11/04/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"12/04/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"12/04/2018","Expense Account 1","Commuting","-95","INR","-95","INR",""
"13/04/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"14/04/2018","Expense Account 1","Home Food","-160","INR","-160","INR",""
"14/04/2018","Expense Account 1","Miscellaneous","-90","INR","-90","INR",""
"15/04/2018","Expense Account 1","Miscellaneous","-500","INR","-500","INR",""
"15/04/2018","Expense Account 1","Clothes","-378","INR","-378","INR",""
"16/04/2018","Expense Account 1","Clothes","-738","INR","-738","INR",""
"17/04/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"17/04/2018","Expense Account 1","Commuting","-18","INR","-18","INR",""
"17/04/2018","Expense Account 1","Clothes","-590","INR","-590","INR",""
"17/04/2018","Expense Account 1","Home Food","-36","INR","-36","INR",""
"18/04/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"18/04/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"19/04/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"19/04/2018","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"19/04/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"20/04/2018","Expense Account 1","Home Food","-96","INR","-96","INR",""
"20/04/2018","Expense Account 1","Entertainment","-273","INR","-273","INR",""
"20/04/2018","Expense Account 1","Miscellaneous","-122","INR","-122","INR",""
"22/04/2018","Expense Account 1","Miscellaneous","-3,583","INR","-3,583","INR",""
"23/04/2018","Expense Account 1","Commuting","-18","INR","-18","INR",""
"23/04/2018","Expense Account 1","Commuting","-18","INR","-18","INR",""
"23/04/2018","Expense Account 1","Home Food","-70","INR","-70","INR",""
"24/04/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"24/04/2018","Expense Account 1","Commuting","-18","INR","-18","INR",""
"25/04/2018","Expense Account 1","Miscellaneous","-120","INR","-120","INR",""
"26/04/2018","Expense Account 1","Commuting","-190","INR","-190","INR",""
"26/04/2018","Expense Account 1","Entertainment","-250","INR","-250","INR",""
"26/04/2018","Expense Account 1","Commuting","-10","INR","-10","INR",""
"28/04/2018","Expense Account 1","Miscellaneous","-580","INR","-580","INR",""
"28/04/2018","Expense Account 1","Miscellaneous","-1,410","INR","-1,410","INR",""
"28/04/2018","Expense Account 1","Miscellaneous","-1,500","INR","-1,500","INR",""
"29/04/2018","Expense Account 1","Miscellaneous","-230","INR","-230","INR",""
"01/05/2018","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"02/05/2018","Expense Account 1","Miscellaneous","-2,876","INR","-2,876","INR",""
"05/05/2018","Expense Account 1","Miscellaneous","-120","INR","-120","INR",""
"06/05/2018","Expense Account 1","Miscellaneous","-120","INR","-120","INR",""
"06/05/2018","Expense Account 1","Miscellaneous","-90","INR","-90","INR",""
"07/05/2018","Expense Account 1","Miscellaneous","-10","INR","-10","INR",""
"07/05/2018","Expense Account 1","Home Food","-30","INR","-30","INR",""
"07/05/2018","Expense Account 1","Miscellaneous","-160","INR","-160","INR",""
"08/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"08/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"08/05/2018","Expense Account 1","Clothes","-120","INR","-120","INR",""
"08/05/2018","Expense Account 1","Home Food","-60","INR","-60","INR",""
"09/05/2018","Expense Account 1","Commuting","-20","INR","-20","INR",""
"09/05/2018","Expense Account 1","Commuting","-5","INR","-5","INR",""
"09/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"10/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"10/05/2018","Expense Account 1","Miscellaneous","-1,000","INR","-1,000","INR",""
"10/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"10/05/2018","Expense Account 1","Home Food","-51","INR","-51","INR",""
"11/05/2018","Expense Account 1","Miscellaneous","-99","INR","-99","INR",""
"11/05/2018","Expense Account 1","Commuting","-28","INR","-28","INR",""
"11/05/2018","Expense Account 1","Commuting","-53","INR","-53","INR",""
"12/05/2018","Expense Account 1","Home Food","-121","INR","-121","INR",""
"13/05/2018","Expense Account 1","Miscellaneous","-400","INR","-400","INR",""
"14/05/2018","Expense Account 1","Commuting","-24","INR","-24","INR",""
"14/05/2018","Expense Account 1","Commuting","-84","INR","-84","INR",""
"15/05/2018","Expense Account 1","Commuting","-50","INR","-50","INR",""
"16/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"16/05/2018","Expense Account 1","Commuting","-119","INR","-119","INR",""
"18/05/2018","Expense Account 1","Commuting","-18","INR","-18","INR",""
"18/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"20/05/2018","Expense Account 1","Miscellaneous","-22","INR","-22","INR",""
"20/05/2018","Expense Account 1","Entertainment","-300","INR","-300","INR",""
"20/05/2018","Expense Account 1","Entertainment","-2,756","INR","-2,756","INR",""
"20/05/2018","Expense Account 1","Entertainment","-400","INR","-400","INR",""
"21/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"21/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"21/05/2018","Expense Account 1","Home Food","-49","INR","-49","INR",""
"22/05/2018","Expense Account 1","Commuting","-29","INR","-29","INR",""
"22/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"23/05/2018","Expense Account 1","Home Food","-128","INR","-128","INR",""
"24/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"24/05/2018","Expense Account 1","Home Food","-40","INR","-40","INR",""
"25/05/2018","Expense Account 1","Commuting","-29","INR","-29","INR",""
"25/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"25/05/2018","Expense Account 1","Commuting","-23","INR","-23","INR",""
"26/05/2018","Expense Account 1","Entertainment","-250","INR","-250","INR",""
"27/05/2018","Expense Account 1","Home Food","-106","INR","-106","INR",""
"27/05/2018","Expense Account 1","Miscellaneous","-106","INR","-106","INR",""
"27/05/2018","Expense Account 1","Entertainment","-635","INR","-635","INR",""
"28/05/2018","Expense Account 1","Commuting","-29","INR","-29","INR",""
"28/05/2018","Expense Account 1","Commuting","-20","INR","-20","INR",""
"28/05/2018","Expense Account 1","Miscellaneous","-154","INR","-154","INR",""
"28/05/2018","Expense Account 1","Home Food","-73","INR","-73","INR",""
"30/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"30/05/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"31/05/2018","Expense Account 1","Commuting","-18","INR","-18","INR",""
"31/05/2018","Expense Account 1","Miscellaneous","-10","INR","-10","INR",""
"04/06/2018","Expense Account 1","Commuting","-10","INR","-10","INR",""
"04/06/2018","Expense Account 1","Commuting","-252","INR","-252","INR",""
"04/06/2018","Expense Account 1","Entertainment","-600","INR","-600","INR",""
"06/06/2018","Expense Account 1","Commuting","-13","INR","-13","INR",""
"06/06/2018","Expense Account 1","Commuting","-17","INR","-17","INR",""
"06/06/2018","Expense Account 1","Commuting","-100","INR","-100","INR",""
"07/06/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"07/06/2018","Expense Account 1","Commuting","-18","INR","-18","INR",""
"07/06/2018","Expense Account 1","Home Food","-47","INR","-47","INR",""
"07/06/2018","Expense Account 1","Clothes","-500","INR","-500","INR",""
"07/06/2018","Expense Account 1","Health","-1,300","INR","-1,300","INR",""
"07/06/2018","Expense Account 1","Health","-1,500","INR","-1,500","INR",""
"08/06/2018","Expense Account 1","Entertainment","-600","INR","-600","INR",""
"09/06/2018","Expense Account 1","Home Food","-25","INR","-25","INR",""
"11/06/2018","Expense Account 1","Commuting","-30","INR","-30","INR",""
"11/06/2018","Expense Account 1","Commuting","-18","INR","-18","INR",""
"12/06/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"12/06/2018","Expense Account 1","Commuting","-140","INR","-140","INR",""
"13/06/2018","Expense Account 1","Miscellaneous","-120","INR","-120","INR",""
"13/06/2018","Expense Account 1","Miscellaneous","-79","INR","-79","INR",""
"14/06/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"14/06/2018","Expense Account 1","Commuting","-140","INR","-140","INR",""
"15/06/2018","Expense Account 1","Miscellaneous","-350","INR","-350","INR",""
"15/06/2018","Expense Account 1","Home Food","-76","INR","-76","INR",""
"15/06/2018","Expense Account 1","Entertainment","-246","INR","-246","INR",""
"15/06/2018","Expense Account 1","Miscellaneous","-116","INR","-116","INR",""
"15/06/2018","Expense Account 1","Miscellaneous","-40","INR","-40","INR",""
"15/06/2018","Expense Account 1","Home Food","-79","INR","-79","INR",""
"16/06/2018","Expense Account 1","Home Food","-20","INR","-20","INR",""
"17/06/2018","Expense Account 1","Miscellaneous","-175","INR","-175","INR",""
"18/06/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"18/06/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"18/06/2018","Expense Account 1","Entertainment","-70","INR","-70","INR",""
"19/06/2018","Expense Account 1","Home Food","-12","INR","-12","INR",""
"20/06/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"20/06/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"21/06/2018","Expense Account 1","Miscellaneous","-71","INR","-71","INR",""
"22/06/2018","Expense Account 1","Home Food","-359","INR","-359","INR",""
"23/06/2018","Expense Account 1","Miscellaneous","-250","INR","-250","INR",""
"23/06/2018","Expense Account 1","Clothes","-880","INR","-880","INR",""
"24/06/2018","CC Account 1","Clothes","-3,600","INR","-3,600","INR",""
"24/06/2018","CC Account 1","Clothes","-10,009","INR","-10,009","INR",""
"24/06/2018","Expense Account 1","Miscellaneous","-10","INR","-10","INR",""
"25/06/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"25/06/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"27/06/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"27/06/2018","Expense Account 1","Entertainment","-1,000","INR","-1,000","INR",""
"28/06/2018","Expense Account 1","Commuting","-28","INR","-28","INR",""
"28/06/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"28/06/2018","Expense Account 1","Commuting","-60","INR","-60","INR",""
"28/06/2018","CC Account 1","Clothes","-5,000","INR","-5,000","INR",""
"29/06/2018","Expense Account 1","Commuting","-170","INR","-170","INR",""
"30/06/2018","Expense Account 1","Miscellaneous","-583","INR","-583","INR",""
"30/06/2018","Expense Account 1","Miscellaneous","-182","INR","-182","INR",""
"30/06/2018","Expense Account 1","Home Food","-21","INR","-21","INR",""
"01/07/2018","Expense Account 1","Entertainment","-170","INR","-170","INR",""
"01/07/2018","Expense Account 1","Home Food","-190","INR","-190","INR",""
"01/07/2018","Expense Account 1","Entertainment","-30","INR","-30","INR",""
"01/07/2018","Expense Account 1","Home Food","-104","INR","-104","INR",""
"02/07/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"03/07/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"03/07/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"03/07/2018","Expense Account 1","Commuting","-62","INR","-62","INR",""
"04/07/2018","Expense Account 1","Commuting","-19","INR","-19","INR",""
"04/07/2018","Expense Account 1","Commuting","-15","INR","-15","INR",""
"04/07/2018","Expense Account 1","Commuting","-20","INR","-20","INR",""
"04/07/2018","Expense Account 1","Entertainment","-12","INR","-12","INR",""
"04/07/2018","Expense Account 1","Miscellaneous","-182","INR","-182","INR",""
"04/07/2018","Expense Account 1","Entertainment","-275","INR","-275","INR",""
"05/07/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"05/07/2018","Expense Account 1","Miscellaneous","-448","INR","-448","INR",""
"05/07/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"06/07/2018","Expense Account 1","Commuting","-240","INR","-240","INR",""
"06/07/2018","Expense Account 1","Commuting","-7","INR","-7","INR",""
"07/07/2018","CC Account 1","Miscellaneous","-10,700","INR","-10,700","INR",""
"07/07/2018","CC Account 1","Clothes","-3,999","INR","-3,999","INR",""
"07/07/2018","CC Account 1","Clothes","-2,999","INR","-2,999","INR",""
"07/07/2018","CC Account 1","Clothes","-1,815","INR","-1,815","INR",""
"07/07/2018","Expense Account 1","Clothes","-2,406","INR","-2,406","INR",""
"09/07/2018","Expense Account 1","Commuting","-10","INR","-10","INR",""
"10/07/2018","Expense Account 1","Commuting","-239","INR","-239","INR",""
"10/07/2018","Expense Account 1","Commuting","-234","INR","-234","INR",""
"10/07/2018","Expense Account 1","Miscellaneous","-122","INR","-122","INR",""
"10/07/2018","Expense Account 1","Miscellaneous","-182","INR","-182","INR",""
"10/07/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"10/07/2018","Expense Account 1","Miscellaneous","-160","INR","-160","INR",""
"10/07/2018","Expense Account 1","Home Food","-18","INR","-18","INR",""
"12/07/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"12/07/2018","Expense Account 1","Entertainment","-18","INR","-18","INR",""
"12/07/2018","Expense Account 1","Commuting","-50","INR","-50","INR",""
"13/07/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"13/07/2018","Expense Account 1","Miscellaneous","-1,000","INR","-1,000","INR",""
"13/07/2018","Expense Account 1","Miscellaneous","-2,500","INR","-2,500","INR",""
"13/07/2018","Expense Account 1","Commuting","-272","INR","-272","INR",""
"14/07/2018","Expense Account 1","Miscellaneous","-120","INR","-120","INR",""
"14/07/2018","Expense Account 1","Clothes","-800","INR","-800","INR",""
"16/07/2018","Expense Account 1","Home Food","-26","INR","-26","INR",""
"16/07/2018","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"17/07/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"17/07/2018","Expense Account 1","Commuting","-140","INR","-140","INR",""
"18/07/2018","Expense Account 1","Entertainment","-833","INR","-833","INR",""
"19/07/2018","Expense Account 1","Commuting","-29","INR","-29","INR",""
"19/07/2018","Expense Account 1","Commuting","-140","INR","-140","INR",""
"21/07/2018","Expense Account 1","Entertainment","-6,810","INR","-6,810","INR",""
"22/07/2018","Expense Account 1","Miscellaneous","-4,000","INR","-4,000","INR",""
"23/07/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"23/07/2018","Expense Account 1","Miscellaneous","-121","INR","-121","INR",""
"23/07/2018","Expense Account 1","Commuting","-19","INR","-19","INR",""
"23/07/2018","Expense Account 1","Home Food","-19","INR","-19","INR",""
"24/07/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"24/07/2018","Expense Account 1","Commuting","-139","INR","-139","INR",""
"26/07/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"26/07/2018","Expense Account 1","Commuting","-5","INR","-5","INR",""
"28/07/2018","Expense Account 1","Miscellaneous","-1,700","INR","-1,700","INR",""
"28/07/2018","Expense Account 1","Miscellaneous","-2,280","INR","-2,280","INR",""
"28/07/2018","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"29/07/2018","Expense Account 1","Miscellaneous","-404","INR","-404","INR",""
"31/07/2018","Expense Account 1","Commuting","-10","INR","-10","INR",""
"31/07/2018","Expense Account 1","Commuting","-160","INR","-160","INR",""
"01/08/2018","Expense Account 1","Miscellaneous","-103","INR","-103","INR",""
"01/08/2018","Expense Account 1","Miscellaneous","-88","INR","-88","INR",""
"01/08/2018","Expense Account 1","Home Food","-27","INR","-27","INR",""
"02/08/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"02/08/2018","Expense Account 1","Miscellaneous","-182","INR","-182","INR",""
"02/08/2018","Expense Account 1","Commuting","-236","INR","-236","INR",""
"03/08/2018","Expense Account 1","Miscellaneous","-60","INR","-60","INR",""
"03/08/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"03/08/2018","Expense Account 1","Commuting","-159","INR","-159","INR",""
"04/08/2018","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"04/08/2018","Expense Account 1","Entertainment","-795","INR","-795","INR",""
"04/08/2018","Expense Account 1","Miscellaneous","-5,434","INR","-5,434","INR",""
"04/08/2018","Expense Account 1","Entertainment","-40","INR","-40","INR",""
"06/08/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"06/08/2018","Expense Account 1","Miscellaneous","-28","INR","-28","INR",""
"06/08/2018","Expense Account 1","Miscellaneous","-243","INR","-243","INR",""
"06/08/2018","Expense Account 1","Commuting","-160","INR","-160","INR",""
"06/08/2018","Expense Account 1","Entertainment","-1,130","INR","-1,130","INR",""
"07/08/2018","Expense Account 1","Miscellaneous","-343","INR","-343","INR",""
"07/08/2018","Expense Account 1","Miscellaneous","-229","INR","-229","INR",""
"07/08/2018","Expense Account 1","Miscellaneous","-60","INR","-60","INR",""
"07/08/2018","Expense Account 1","Miscellaneous","-140","INR","-140","INR",""
"07/08/2018","Expense Account 1","Home Food","-30","INR","-30","INR",""
"08/08/2018","Expense Account 1","Home Food","-32","INR","-32","INR",""
"08/08/2018","Expense Account 1","Miscellaneous","-182","INR","-182","INR",""
"08/08/2018","Expense Account 1","Home Food","-24","INR","-24","INR",""
"09/08/2018","Expense Account 1","Commuting","-240","INR","-240","INR",""
"09/08/2018","Expense Account 1","Commuting","-11","INR","-11","INR",""
"10/08/2018","Expense Account 1","Miscellaneous","-2,000","INR","-2,000","INR",""
"10/08/2018","Expense Account 1","Miscellaneous","-1,078","INR","-1,078","INR",""
"12/08/2018","Expense Account 1","Miscellaneous","-445","INR","-445","INR",""
"12/08/2018","CC Account 1","Miscellaneous","-20,000","INR","-20,000","INR",""
"12/08/2018","CC Account 1","Miscellaneous","-11,850","INR","-11,850","INR",""
"12/08/2018","Expense Account 1","Miscellaneous","-135","INR","-135","INR",""
"13/08/2018","Expense Account 1","Miscellaneous","-70","INR","-70","INR",""
"13/08/2018","Expense Account 1","Miscellaneous","-600","INR","-600","INR",""
"13/08/2018","Expense Account 1","Miscellaneous","-20","INR","-20","INR",""
"13/08/2018","Expense Account 1","Clothes","-280","INR","-280","INR",""
"13/08/2018","Expense Account 1","Clothes","-195","INR","-195","INR",""
"17/08/2018","Expense Account 1","Miscellaneous","-490","INR","-490","INR",""
"18/08/2018","CC Account 1","Miscellaneous","-5,220","INR","-5,220","INR",""
"20/08/2018","Expense Account 1","Miscellaneous","-52","INR","-52","INR",""
"20/08/2018","Expense Account 1","Miscellaneous","-260","INR","-260","INR",""
"20/08/2018","Expense Account 1","Miscellaneous","-158","INR","-158","INR",""
"20/08/2018","Expense Account 1","Miscellaneous","-160","INR","-160","INR",""
"22/08/2018","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"24/08/2018","Expense Account 1","Clothes","-80","INR","-80","INR",""
"24/08/2018","Expense Account 1","Miscellaneous","-575","INR","-575","INR",""
"25/08/2018","Expense Account 1","Miscellaneous","-20","INR","-20","INR",""
"26/08/2018","Expense Account 1","Miscellaneous","-1,020","INR","-1,020","INR",""
"26/08/2018","Expense Account 1","Home Food","-65","INR","-65","INR",""
"27/08/2018","Expense Account 1","Commuting","-10","INR","-10","INR",""
"27/08/2018","Expense Account 1","Commuting","-252","INR","-252","INR",""
"28/08/2018","Expense Account 1","Commuting","-23","INR","-23","INR",""
"28/08/2018","Expense Account 1","Commuting","-179","INR","-179","INR",""
"28/08/2018","Expense Account 1","Entertainment","-320","INR","-320","INR",""
"28/08/2018","Expense Account 1","Home Food","-30","INR","-30","INR",""
"29/08/2018","Expense Account 1","Miscellaneous","-12","INR","-12","INR",""
"29/08/2018","Expense Account 1","Miscellaneous","-99","INR","-99","INR",""
"29/08/2018","Expense Account 1","Home Food","-750","INR","-750","INR",""
"29/08/2018","Expense Account 1","Miscellaneous","-110","INR","-110","INR",""
"29/08/2018","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"29/08/2018","Expense Account 1","Miscellaneous","-24","INR","-24","INR",""
"29/08/2018","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"30/08/2018","Expense Account 1","Miscellaneous","-118","INR","-118","INR",""
"30/08/2018","Expense Account 1","Miscellaneous","-320","INR","-320","INR",""
"30/08/2018","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"31/08/2018","Expense Account 1","Entertainment","-400","INR","-400","INR",""
"03/09/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"03/09/2018","Expense Account 1","Miscellaneous","-260","INR","-260","INR",""
"03/09/2018","Expense Account 1","Commuting","-160","INR","-160","INR",""
"04/09/2018","Expense Account 1","Commuting","-20","INR","-20","INR",""
"04/09/2018","Expense Account 1","Commuting","-10","INR","-10","INR",""
"04/09/2018","Expense Account 1","Commuting","-139","INR","-139","INR",""
"04/09/2018","Expense Account 1","Miscellaneous","-197","INR","-197","INR",""
"05/09/2018","Expense Account 1","Miscellaneous","-60","INR","-60","INR",""
"05/09/2018","Expense Account 1","Miscellaneous","-182","INR","-182","INR",""
"06/09/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"06/09/2018","Expense Account 1","Commuting","-7","INR","-7","INR",""
"07/09/2018","Expense Account 1","Miscellaneous","-250","INR","-250","INR",""
"07/09/2018","Expense Account 1","Miscellaneous","-94","INR","-94","INR",""
"08/09/2018","CC Account 1","Miscellaneous","-15,000","INR","-15,000","INR",""
"09/09/2018","Expense Account 1","Home Food","-70","INR","-70","INR",""
"10/09/2018","Expense Account 1","Commuting","-10","INR","-10","INR",""
"10/09/2018","Expense Account 1","Commuting","-252","INR","-252","INR",""
"10/09/2018","Expense Account 1","Entertainment","-25","INR","-25","INR",""
"11/09/2018","Expense Account 1","Entertainment","-280","INR","-280","INR",""
"11/09/2018","Expense Account 1","Home Food","-31","INR","-31","INR",""
"11/09/2018","Expense Account 1","Entertainment","-400","INR","-400","INR",""
"11/09/2018","Expense Account 1","Home Food","-23","INR","-23","INR",""
"18/09/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"18/09/2018","Expense Account 1","Commuting","-125","INR","-125","INR",""
"18/09/2018","Expense Account 1","Commuting","-139","INR","-139","INR",""
"18/09/2018","Expense Account 1","Entertainment","-146","INR","-146","INR",""
"18/09/2018","Expense Account 1","Entertainment","-600","INR","-600","INR",""
"19/09/2018","Expense Account 1","Entertainment","-47","INR","-47","INR",""
"20/09/2018","Expense Account 1","Commuting","-18","INR","-18","INR",""
"20/09/2018","Expense Account 1","Entertainment","-120","INR","-120","INR",""
"20/09/2018","Expense Account 1","Commuting","-163","INR","-163","INR",""
"22/09/2018","Expense Account 1","Miscellaneous","-9","INR","-9","INR",""
"22/09/2018","Expense Account 1","Miscellaneous","-140","INR","-140","INR",""
"23/09/2018","Expense Account 1","Entertainment","-600","INR","-600","INR",""
"24/09/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"24/09/2018","Expense Account 1","Miscellaneous","-390","INR","-390","INR",""
"24/09/2018","Expense Account 1","Commuting","-153","INR","-153","INR",""
"24/09/2018","Expense Account 1","Home Food","-56","INR","-56","INR",""
"25/09/2018","Expense Account 1","Commuting","-20","INR","-20","INR",""
"25/09/2018","Expense Account 1","Miscellaneous","-438","INR","-438","INR",""
"25/09/2018","Expense Account 1","Commuting","-15","INR","-15","INR",""
"25/09/2018","Expense Account 1","Entertainment","-50","INR","-50","INR",""
"26/09/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"26/09/2018","Expense Account 1","Commuting","-120","INR","-120","INR",""
"27/09/2018","Expense Account 1","Commuting","-29","INR","-29","INR",""
"28/09/2018","Expense Account 1","Commuting","-19","INR","-19","INR",""
"28/09/2018","Expense Account 1","Commuting","-15","INR","-15","INR",""
"29/09/2018","Expense Account 1","Miscellaneous","-160","INR","-160","INR",""
"29/09/2018","Expense Account 1","Clothes","-1,277","INR","-1,277","INR",""
"30/09/2018","Expense Account 1","Miscellaneous","-182","INR","-182","INR",""
"30/09/2018","Expense Account 1","Miscellaneous","-50","INR","-50","INR",""
"30/09/2018","Expense Account 1","Entertainment","-367","INR","-367","INR",""
"30/09/2018","Expense Account 1","Entertainment","-475","INR","-475","INR",""
"01/10/2018","Expense Account 1","Commuting","-13","INR","-13","INR",""
"01/10/2018","Expense Account 1","Commuting","-15","INR","-15","INR",""
"01/10/2018","Expense Account 1","Commuting","-135","INR","-135","INR",""
"03/10/2018","Expense Account 1","Miscellaneous","-67","INR","-67","INR",""
"03/10/2018","Expense Account 1","Entertainment","-1,030","INR","-1,030","INR",""
"03/10/2018","Expense Account 1","Commuting","-19","INR","-19","INR",""
"03/10/2018","Expense Account 1","Commuting","-20","INR","-20","INR",""
"03/10/2018","Expense Account 1","Commuting","-80","INR","-80","INR",""
"04/10/2018","Expense Account 1","Commuting","-19","INR","-19","INR",""
"04/10/2018","Expense Account 1","Home Food","-750","INR","-750","INR",""
"04/10/2018","Expense Account 1","Commuting","-15","INR","-15","INR",""
"05/10/2018","Expense Account 1","Entertainment","-530","INR","-530","INR",""
"05/10/2018","Expense Account 1","Commuting","-260","INR","-260","INR",""
"05/10/2018","Expense Account 1","Miscellaneous","-380","INR","-380","INR",""
"05/10/2018","Expense Account 1","Commuting","-58","INR","-58","INR",""
"06/10/2018","Expense Account 1","Entertainment","-1,270","INR","-1,270","INR",""
"06/10/2018","Expense Account 1","Entertainment","-1,275","INR","-1,275","INR",""
"06/10/2018","Expense Account 1","Entertainment","-2,524","INR","-2,524","INR",""
"07/10/2018","Expense Account 1","Miscellaneous","-195","INR","-195","INR",""
"08/10/2018","Expense Account 1","Miscellaneous","-27","INR","-27","INR",""
"08/10/2018","Expense Account 1","Entertainment","-78","INR","-78","INR",""
"09/10/2018","Expense Account 1","Commuting","-302","INR","-302","INR",""
"13/10/2018","Expense Account 1","Miscellaneous","-16","INR","-16","INR",""
"21/10/2018","Expense Account 1","Miscellaneous","-16","INR","-16","INR",""
"22/10/2018","Expense Account 1","Commuting","-311","INR","-311","INR",""
"22/10/2018","Expense Account 1","Commuting","-149","INR","-149","INR",""
"23/10/2018","Expense Account 1","Commuting","-29","INR","-29","INR",""
"23/10/2018","Expense Account 1","Commuting","-167","INR","-167","INR",""
"24/10/2018","Expense Account 1","Entertainment","-1,000","INR","-1,000","INR",""
"24/10/2018","Expense Account 1","Entertainment","-1,666","INR","-1,666","INR",""
"25/10/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"25/10/2018","Expense Account 1","Miscellaneous","-168","INR","-168","INR",""
"25/10/2018","Expense Account 1","Commuting","-149","INR","-149","INR",""
"25/10/2018","Expense Account 1","Miscellaneous","-24","INR","-24","INR",""
"29/10/2018","Expense Account 1","Commuting","-272","INR","-272","INR",""
"29/10/2018","Expense Account 1","Commuting","-10","INR","-10","INR",""
"29/10/2018","Expense Account 1","Miscellaneous","-146","INR","-146","INR",""
"30/10/2018","Expense Account 1","Commuting","-25","INR","-25","INR",""
"30/10/2018","Expense Account 1","Commuting","-149","INR","-149","INR",""
